,author_1,author_21,PYJl6b0AAAAJ,OKgPPJAAAAAJ
2,PYJl6b0AAAAJ,dH6F0y8AAAAJ
,author_1,author_2
3,VuWl-KUAAAAJ,20Y73oIAAAAJ
,author_1,author_2
4,VuWl-KUAAAAJ,-nlhtEkAAAAJ
5,VuWl-KUAAAAJ,jYHJAagAAAAJ
6,VuWl-KUAAAAJ,zEYMVR0AAAAJ
7,VuWl-KUAAAAJ,ccCNF08AAAAJ
8,VuWl-KUAAAAJ,2vZ5zRQAAAAJ
9,VuWl-KUAAAAJ,x9NyDZ0AAAAJ
10,VuWl-KUAAAAJ,zkhHirIAAAAJ
11,VuWl-KUAAAAJ,SLg5E9cAAAAJ
12,VuWl-KUAAAAJ,TRZB0J4AAAAJ
13,VuWl-KUAAAAJ,YgtBXP0AAAAJ
14,VuWl-KUAAAAJ,SWworh8AAAAJ
15,VuWl-KUAAAAJ,qIL9dWUAAAAJ
16,VuWl-KUAAAAJ,r0c4bz4AAAAJ
17,VuWl-KUAAAAJ,vlgs4G4AAAAJ
18,VuWl-KUAAAAJ,PH4mytYAAAAJ
19,VuWl-KUAAAAJ,kR7DersAAAAJ
20,VuWl-KUAAAAJ,qYYPst0AAAAJ
21,VuWl-KUAAAAJ,BH7jpGIAAAAJ
22,VuWl-KUAAAAJ,Z4y_Z3sAAAAJ
23,f-F4yywAAAAJ,qU1NHTwAAAAJ
24,f-F4yywAAAAJ,e2JmeJUAAAAJ
25,HINV9ZIAAAAJ,f89BorsAAAAJ
26,HINV9ZIAAAAJ,tKpD51MAAAAJ
27,HINV9ZIAAAAJ,120B2eYAAAAJ
28,HINV9ZIAAAAJ,ifU81ikAAAAJ
29,HINV9ZIAAAAJ,WwjTJ3YAAAAJ
30,HINV9ZIAAAAJ,V1ADQtIAAAAJ
31,HINV9ZIAAAAJ,VQXU5TcAAAAJ
32,HINV9ZIAAAAJ,LboZwd0AAAAJ
33,HINV9ZIAAAAJ,vae65B0AAAAJ
34,HINV9ZIAAAAJ,fDUITwgAAAAJ
35,HINV9ZIAAAAJ,XykHfU0AAAAJ
36,HINV9ZIAAAAJ,EzMcFXIAAAAJ
37,HINV9ZIAAAAJ,72PpZ98AAAAJ
38,HINV9ZIAAAAJ,R93HS08AAAAJ
39,CwHkgE4AAAAJ,LkoaA0gAAAAJ
40,CwHkgE4AAAAJ,3plYmtsAAAAJ
41,CwHkgE4AAAAJ,rbGxNYwAAAAJ
42,CwHkgE4AAAAJ,KK1NlcgAAAAJ
43,CwHkgE4AAAAJ,APgaFK0AAAAJ
44,CwHkgE4AAAAJ,r2OOH4cAAAAJ
45,CwHkgE4AAAAJ,xZ8OqxMAAAAJ
46,CwHkgE4AAAAJ,cTZ7Bg8AAAAJ
47,CwHkgE4AAAAJ,lWyTFm4AAAAJ
48,CwHkgE4AAAAJ,SwzKJ0kAAAAJ
49,CwHkgE4AAAAJ,LjZLn2MAAAAJ
50,CwHkgE4AAAAJ,n9ZNrsEAAAAJ
51,CwHkgE4AAAAJ,p5jXWHgAAAAJ
52,CwHkgE4AAAAJ,8f9jTNcAAAAJ
53,CwHkgE4AAAAJ,ozX4oVoAAAAJ
54,CwHkgE4AAAAJ,-spRnaQAAAAJ
55,SzHy4M8AAAAJ,45sBOQsAAAAJ
56,SzHy4M8AAAAJ,CwNpNpAAAAAJ
57,-AOlxRAAAAAJ,FD_QhhEAAAAJ
58,FWierZoAAAAJ,mHwonDEAAAAJ
59,FWierZoAAAAJ,AvwFJgwAAAAJ
60,FWierZoAAAAJ,z6xMjrsAAAAJ
61,FWierZoAAAAJ,DSEH8XsAAAAJ
62,FWierZoAAAAJ,PwwVdbgAAAAJ
63,FWierZoAAAAJ,-JthyRYAAAAJ
64,FWierZoAAAAJ,Q1mcglAAAAAJ
65,FWierZoAAAAJ,vdMVIH4AAAAJ
66,FWierZoAAAAJ,gv8xteIAAAAJ
67,FWierZoAAAAJ,dWmFNAoAAAAJ
68,TFGBA9cAAAAJ,eOhSVi8AAAAJ
69,TFGBA9cAAAAJ,FksnFr0AAAAJ
70,TFGBA9cAAAAJ,XTlaQMkAAAAJ
71,TFGBA9cAAAAJ,1hnJ3TgAAAAJ
72,TFGBA9cAAAAJ,hJPN-G8AAAAJ
73,TFGBA9cAAAAJ,5FxmC14AAAAJ
74,TFGBA9cAAAAJ,hFmJwKQAAAAJ
75,TFGBA9cAAAAJ,hHKC6FEAAAAJ
76,TFGBA9cAAAAJ,bM44mNEAAAAJ
77,TFGBA9cAAAAJ,IleoLUgAAAAJ
78,TFGBA9cAAAAJ,CsBZyd0AAAAJ
79,TFGBA9cAAAAJ,qQfkXxcAAAAJ
80,TFGBA9cAAAAJ,DhhH9J4AAAAJ
81,TFGBA9cAAAAJ,egm70s0AAAAJ
82,TFGBA9cAAAAJ,BSa0rkwAAAAJ
83,TFGBA9cAAAAJ,4C46Y8EAAAAJ
84,TFGBA9cAAAAJ,2X6fAZgAAAAJ
85,TFGBA9cAAAAJ,7t2jzpgAAAAJ
86,TFGBA9cAAAAJ,f6FFhS8AAAAJ
87,TFGBA9cAAAAJ,80_y6KEAAAAJ
88,P5Im3XwAAAAJ,cbTB5-EAAAAJ
89,P5Im3XwAAAAJ,UJrlw1cAAAAJ
90,P5Im3XwAAAAJ,rIi4rn8AAAAJ
91,P5Im3XwAAAAJ,cc4Qi_IAAAAJ
92,P5Im3XwAAAAJ,5SjaXJsAAAAJ
93,P5Im3XwAAAAJ,PNbioq0AAAAJ
94,P5Im3XwAAAAJ,W7HIfQ4AAAAJ
95,P5Im3XwAAAAJ,b7kj2bYAAAAJ
96,P5Im3XwAAAAJ,TpopfLMAAAAJ
97,P5Im3XwAAAAJ,IFX5C-cAAAAJ
98,P5Im3XwAAAAJ,AJKK2ikAAAAJ
99,P5Im3XwAAAAJ,Nn5I5qcAAAAJ
100,P5Im3XwAAAAJ,sWnjlj0AAAAJ
101,P5Im3XwAAAAJ,AUOr90cAAAAJ
102,P5Im3XwAAAAJ,cqtpVYkAAAAJ
103,P5Im3XwAAAAJ,Uln2F-AAAAAJ
104,P5Im3XwAAAAJ,-DfTtxgAAAAJ
105,P5Im3XwAAAAJ,_TAJECAAAAAJ
106,P5Im3XwAAAAJ,2IrtUS4AAAAJ
107,P5Im3XwAAAAJ,tWda9dcAAAAJ
108,yZPeEd4AAAAJ,apkwtuIAAAAJ
109,yZPeEd4AAAAJ,5I4DzOYAAAAJ
110,yZPeEd4AAAAJ,At365m0AAAAJ
111,yZPeEd4AAAAJ,CPZV6SsAAAAJ
112,yZPeEd4AAAAJ,kSy41dkAAAAJ
113,yZPeEd4AAAAJ,g6uvyLMAAAAJ
114,yZPeEd4AAAAJ,f9JGe3kAAAAJ
115,yZPeEd4AAAAJ,jiM-jW4AAAAJ
116,yZPeEd4AAAAJ,GG8k3QcAAAAJ
117,yZPeEd4AAAAJ,2y4BUVgAAAAJ
118,yZPeEd4AAAAJ,ypCPAhQAAAAJ
119,yZPeEd4AAAAJ,JB6p7rQAAAAJ
120,yZPeEd4AAAAJ,P2_p4eYAAAAJ
121,yZPeEd4AAAAJ,rrb5GCEAAAAJ
122,yZPeEd4AAAAJ,EbDcJ-wAAAAJ
123,yZPeEd4AAAAJ,v8cgynoAAAAJ
124,yZPeEd4AAAAJ,dDHan-0AAAAJ
125,yZPeEd4AAAAJ,q3UbQDcAAAAJ
126,yZPeEd4AAAAJ,0brpyf0AAAAJ
127,yZPeEd4AAAAJ,ZQttmYAAAAAJ
128,8ZAzblwAAAAJ,YnAwTgcAAAAJ
129,8ZAzblwAAAAJ,wsRvo9sAAAAJ
130,8ZAzblwAAAAJ,6HqXq3oAAAAJ
131,8ZAzblwAAAAJ,n9wD3d8AAAAJ
132,8ZAzblwAAAAJ,DP-SE6kAAAAJ
